species	Merian	nb_fusion	nb_fission	size	chrom_size	tot_bp_A	tot_bp_B	avg_PC1	avg_insulation	avg_TAD_length	avg_ratio_inter_intra	avg_S	avg_slope_loglog_all	avg_slope_loglog_0_10	avg_R1_interchrom	avg_R1_interchrom_norRNA	strength
Eligea	M5	0	0	19689986	20087259	11040000	6800000	0.281169	0.0494406	319450	0.617811	2.60567	-0.439382	-0.557527	0.00226245	0.00228127	3.894118238
Emanto	M5	0	0	19129867	19537877	6400000	11920000	-0.255891	0.0506437	291875	18.367	2.44066	-0.4692	-0.635577	3.36406e-4	3.36056e-4	3.174573741
Emedusa	M5	4	1	18073162	34384168	3640000	13560000	-0.363315	0.0551299	326648	9.70616	2.30219	-0.678474	-0.752145	2.72898e-4	2.73936e-4	2.62503404
Emelampus	M5	1	1	18127207	18583410	5120000	12120000	-0.281846	0.0642674	309561	13.0882	2.32821	-0.427016	-0.567761	4.54568e-4	4.57931e-4	3.442968218
Emelancholica	M5	2	1	18773021	18785060	5560000	12520000	-0.284817	0.0546545	310983	17.7057	2.26164	-0.211325	-0.449009	7.31276e-4	7.25729e-4	2.908831758
Emeolans	M5	4	1	18265135	36933053	4200000	13400000	-0.362843	0.0188131	322709	6.31723	2.1760100000000002	-0.770514	-0.78766099999999994	3.62804e-4	3.60603e-4	3.639522492
Emnestra	M5	2	1	16668829	35558176	5160000	10960000	-0.342943	0.0605948	270333	5.77093	2.21254	-0.584548	-0.706753	4.12536e-4	4.11368e-4	3.29519339
Emontana	M5	2	1	20390885	20439178	4080000	15000000	-0.30536	0.0909891	345138	15.7273	2.28757	-0.314367	-0.495086	2.0908e-4	2.10087e-4	2.839026438
Epalarica	M5	4	1	19152796	38426503	8000000	10360000	-0.0482312	-0.00265205	292406	3.50771	2.54423	-0.926576	-1.0049	0.00103561	0.00103204	2.791369238
Epharte	M5	1	1	22987627	23585803	4120000	11360000	-0.444749	0.0874674	498311	1.96111	2.70923	-0.579184	-0.68328	0.00252379	0.00253025	3.452764014
Epronoe	M5	2	1	18450567	20725535	3920000	10640000	-0.470188	0.0626223	493000	2.85656	2.83727	-0.726897	-0.800625	0.00264672	0.00263557	3.49539714
Erondoui	M5	5	11	19766163	23965900	6080000	12680000	-0.249545	0.174493	340418	11.8877	2.1908	-0.517591	-0.656073	6.47347e-4	6.48238e-4	2.717769911
Estirius	M5	2	1	19521304	19541468	6160000	12400000	-0.285387	0.06744	290545	7.62558	2.30426	-0.330335	-0.52618	5.32637e-4	5.33215e-4	3.37111195
Esudetica	M5	1	1	17905738	17913306	5960000	10960000	-0.306203	0.0854042	287082	18.559	2.39545	-0.371577	-0.622167	3.5604e-4	3.56906e-4	3.716390267
Etriaria	M5	4	1	17327702	33305585	5240000	11520000	-0.343992	0.0124288	296636	8.61185	2.3395	-0.670165	-0.759222	8.08096e-4	8.09307e-4	3.056595777
Mcinxia	M5	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mjurtina	M5	0	0	14739715	14756268	NA	NA	NA	NA	293714	23.8668	2.18002	-0.259607	-0.327691	3.96917e-4	3.96625e-4	2.939625228
X2575	M5	0	0	19815234	20403337	8560000	10040000	0.0975347	0.061405	280164	2.6663	2.42394	-0.437234	-0.51054	0.00161713	0.00162101	3.686299869
X2576	M5	0	0	21097996	21119852	8560000	10920000	0.0839289	0.0707974	308866	2.45539	2.46428	-0.415472	-0.538421	0.00179573	0.00180827	3.718554585
X3252	M5	0	0	21028812	21100151	6240000	12640000	-0.261206	0.0832604	420153	6.17916	2.53747	-0.281487	-0.408983	0.00125133	0.00124482	3.17970527
X3258	M5	5	10	19125864	45960105	3560000	14280000	-0.421467	0.0367445	323233	2.316	2.30348	-0.813857	-0.783167	0.0013187	0.00132652	3.414419456
X3311	M5	2	1	17046461	32892634	8280000	8200000	0.127623	-0.00393347	287828	3.86524	2.22438	-0.546584	-0.627018	0.00188035	0.00183187	3.261517842
X3506	M5	2	1	20060060	20084082	10920000	7960000	0.207428	0.0483232	281286	1.05751	2.39438	-0.409143	-0.573821	8.90075e-4	8.93099e-4	4.523276073
X3531	M5	5	11	18483597	45681971	4560000	12800000	-0.552371	0.0433414	298283	0.924091	2.4067	-0.725753	-0.719849	0.00145029	0.00146451	4.425658992
X3737	M5	5	10	18365487	44952020	8480000	8840000	0.14352	0.0622243	299817	1.44466	2.1955	-0.919041	-0.920307	0.00146831	0.00147718	3.759564257
C0001	M6	3	1	17082673	33198804	8600000	7880000	7.98777e-4	-0.0191188	280310	4.14196	2.46846	-0.52765	-0.673261	0.001071	0.00106926	3.260621202
C0055	M6	1	1	17274210	14164332	6920000	9400000	-0.132301	0.0309339	272803	3.85232	2.37022	-0.364558	-0.495528	0.0016066	0.00152444	4.305302231
C0080	M6	4	6	17045198	51384221	7000000	9120000	-0.306411	0.0435173	275917	1.37875	2.3882	-0.887036	-0.993131	5.1404e-4	5.19658e-4	4.303819327
C0100	M6	3	6	18034854	7463310	8960000	8360000	0.201944	0.0240641	272492	35.7125	2.33679	-0.359843	-0.359843	2.81746e-4	2.81643e-4	3.551932009
Eaethiops	M6	2	1	16311421	30399708	6360000	8720000	-0.146495	0.0584347	270586	12.317	2.66001	-0.387762	-0.53237	8.55837e-4	8.51516e-4	3.175215181
Ealbergana	M6	3	1	16085946	46340248	9880000	4960000	-0.024386	0.0174575	775875	1.15719	3.34511	-0.983842	-1.09963	0.00155185	0.00154889	3.25568614
Ebubastis	M6	0	0	18514294	18771705	5760000	11600000	-0.270832	0.0797433	325411	15.3226	2.23591	-0.205467	-0.460214	2.43569e-4	2.42658e-4	3.796051015
Echristi	M6	3	1	19715489	41682312	3800000	15240000	-0.407503	0.107603	286896	6.36165	2.50216	-0.630325	-0.757213	3.60622e-4	3.60733e-4	2.528563822
Edisa	M6	0	0	20962039	21002808	11600000	7960000	0.242695	0.0726179	296667	12.4522	2.16121	-0.306555	-0.578257	7.35734e-4	7.26648e-4	3.665796148
Eembla	M6	0	0	20796408	20812901	7600000	11720000	-0.204099	0.0761726	282556	12.1202	2.12369	-0.227987	-0.527166	0.00151995	0.00154443	3.255322632
Eepiphron	M6	4	1	18517975	38966965	4000000	13200000	-0.389371	0.205223	291210	7.47899	2.11896	-0.783219	-0.954894	0.00121282	0.00121091	3.085107258
Eeriphyle	M6	0	0	18243423	18303549	8480000	9000000	0.0767862	0.0477311	270227	8.24171	2.19595	-0.159998	-0.45397	7.67993e-4	7.55085e-4	4.504697608
Eflavofasciata	M6	2	1	19010464	19247790	7920000	10360000	-0.149624	0.0458553	296206	7.17555	2.44675	-0.352019	-0.578668	6.61394e-4	6.618e-4	3.552669586
Egorge	M6	3	1	17562600	17649961	8000000	8680000	0.100929	0.0570477	285850	13.4745	2.25417	-0.296709	-0.569282	6.84541e-4	6.85784e-4	3.869264817
Eligea	M6	0	0	18369856	18390426	7680000	9520000	-0.0958222	0.0395376	281203	0.719332	2.56167	-0.27397	-0.573875	0.00234514	0.0022743	3.985854508
Emanto	M6	0	0	18532700	18654892	6120000	11600000	-0.243838	0.0490816	312586	19.5346	2.43078	-0.469118	-0.656069	3.41206e-4	3.40811e-4	2.940722852
Emedusa	M6	7	1	17259240	67860627	2920000	13400000	-0.384008	0.108852	306818	4.5064	2.31809	-0.563652	-0.697049	2.78841e-4	2.79507e-4	1.11926608
Emelampus	M6	1	1	16954977	16958786	7120000	9160000	-0.096236	0.0548185	275233	15.0186	2.28944	-0.319313	-0.542994	4.39463e-4	4.42851e-4	3.722273916
Emelancholica	M6	5	1	17812481	17862493	6320000	10800000	-0.241633	0.0550187	266508	19.3591	2.25693	-0.180683	-0.447863	7.54378e-4	7.59919e-4	3.247304297
Emeolans	M6	5	1	17274699	38091167	5920000	10800000	-0.232373	0.0601611	290431	6.1862	2.15488	-0.675598	-0.7954	3.79404e-4	3.7494e-4	3.090783545
Emnestra	M6	2	1	16157350	31145141	6160000	9480000	-0.230591	-3.03157e-4	267351	6.70043	2.2226	-0.540242	-0.708148	3.96e-4	3.97892e-4	3.50510969
Emontana	M6	6	1	19470061	19790783	9160000	9240000	0.0860123	0.0822097	294000	16.518	2.29164	-0.302196	-0.523188	2.12806e-4	2.12497e-4	3.115143995
Epalarica	M6	5	1	17881306	40024699	4360000	12880000	-0.376342	0.0641436	280085	3.71268	2.54116	-0.928929	-1.02885	9.84093e-4	9.70368e-4	2.679462574
Epharte	M6	4	1	21708787	21904087	3240000	11480000	-0.439671	0.0848372	440617	2.17308	2.71883	-0.784008	-0.840275	0.00251385	0.00251189	3.794670148
Epronoe	M6	5	1	17934967	36587385	12240000	1800000	0.747055	0.197228	395690	1.76841	2.85584	-0.940779	-0.904883	0.00278565	0.00281567	3.306746903
Erondoui	M6	8	8	19594567	17799019	10760000	7557624	0.261284	0.0620384	297403	18.378	2.19676	-0.296024	-0.441223	6.57619e-4	6.55361e-4	3.187807146
Estirius	M6	6	1	18572729	36554421	4760000	12760000	-0.336976	0.0587257	266691	3.91793	2.24435	-0.588988	-0.699098	5.19914e-4	5.22042e-4	2.809856084
Esudetica	M6	1	1	17446608	17579115	6320000	10080000	-0.23743	0.0784864	293379	19.4146	2.38091	-0.352362	-0.616078	3.88231e-4	3.88496e-4	3.791982309
Etriaria	M6	7	1	16892803	24023702	5640000	10440000	-0.238168	0.0358109	281018	12.5954	2.26956	-0.545987	-0.741135	8.10275e-4	8.16706e-4	3.133968956
Mcinxia	M6	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mjurtina	M6	0	0	14002162	14028866	NA	NA	NA	NA	269725	25.7929	2.1663	-0.145794	-0.266894	3.84344e-4	3.84375e-4	2.851625455
X2575	M6	0	0	19110838	19351164	9120000	8760000	0.15519	0.0454104	264606	3.02981	2.44043	-0.35057	-0.511296	0.00167136	0.00167913	4.133782484
X2576	M6	0	0	19662226	19982366	10080000	8160000	0.193944	0.0602688	291828	2.93688	2.46542	-0.405993	-0.548375	0.00170001	0.00170662	3.48207072
X3252	M6	0	0	20026447	20126997	6880000	11400000	-0.221567	0.0754358	313290	6.34884	2.50072	-0.253641	-0.41498	0.00124697	0.00124455	3.375287474
X3258	M6	4	6	17384114	51726949	11760000	4440000	0.386507	0.0715634	294138	2.22886	2.28965	-0.67314	-0.747818	0.00125424	0.00125923	3.595217147
X3311	M6	4	1	16527281	42165168	8880000	7040000	0.137603	0.0105445	288929	3.00176	2.22909	-0.703235	-0.780031	0.00173772	0.0017475	3.096919806
X3506	M6	4	1	19432112	19454861	9360000	8640000	0.225755	0.0484338	288909	1.24753	2.3728	-0.369564	-0.612675	8.58213e-4	8.62878e-4	5.057545336
X3531	M6	8	8	17626209	58117400	9400000	7360000	0.14756	0.123969	280683	1.07722	2.39951	-0.684775	-0.748983	0.00132376	0.00133448	3.601103377
X3737	M6	4	6	17266247	50890982	9640000	6680000	0.345131	0.0393214	275607	1.29751	2.17952	-0.827494	-0.921502	0.00159375	0.00154752	4.212663647
C0001	M7	5	0	17223919	27845247	5760000	10880000	-0.266196	-0.0974266	257273	4.98397	2.54816	-0.547662	-0.656704	0.00107529	0.00107214	3.015524901
C0055	M7	1	2	18845430	11274700	7640000	9760000	-0.101686	0.0845825	277076	5.23648	2.398	-0.311867	-0.394664	0.00141444	0.00142365	4.157875269
C0080	M7	4	13	17449642	68248669	2000000	14600000	-0.778135	0.112817	259591	1.12525	2.43087	-0.607839	-0.758065	5.10291e-4	5.09463e-4	4.041515858
C0100	M7	3	13	18072102	10474200	8120000	9200000	0.0942714	0.065713	267703	24.2289	2.37699	-0.473415	-0.473415	2.74606e-4	2.73213e-4	3.971519933
Eaethiops	M7	3	0	16968354	32713796	7120000	8400000	-0.117092	0.070517	268048	11.2862	2.73004	-0.517096	-0.547788	8.58041e-4	8.63142e-4	3.132068091
Ealbergana	M7	2	0	17589710	17606522	7080000	8640000	0.11639	0.0175369	1045930	1.71249	3.40554	-0.609528	-0.83439	0.00154301	0.0015442	5.740435564
Ebubastis	M7	0	0	18690767	18699176	6040000	11720000	-0.262341	0.0644484	285453	14.9132	2.27993	-0.307113	-0.458347	2.62e-4	2.65197e-4	3.117377721
Echristi	M7	5	0	20402252	36476290	4040000	15560000	-0.325954	-0.0126734	279812	7.10766	2.54768	-0.61171	-0.666068	3.77669e-4	3.76067e-4	1.035309103
Edisa	M7	0	0	21810289	21983118	7240000	12800000	-0.222374	0.0855241	323076	11.8992	2.21496	-0.33974	-0.525856	6.92209e-4	6.97121e-4	3.249280035
Eembla	M7	0	0	20888664	20931118	8200000	11200000	-0.125609	0.0713688	298862	12.1088	2.18071	-0.335025	-0.480626	0.00150535	0.00150529	3.180451028
Eepiphron	M7	6	0	19696524	35106303	13520000	4440000	0.272631	0.00845191	283868	7.70758	2.16491	-0.82887	-0.90172	0.00126055	0.00126803	0.97021051
Eeriphyle	M7	0	0	18249862	18256205	8960000	8600000	0.143676	0.0461983	266373	7.97809	2.25003	-0.335362	-0.451813	7.87879e-4	7.89641e-4	4.302667701
Eflavofasciata	M7	4	0	19909051	35455226	6160000	12880000	-0.276854	-0.0143518	285897	3.24262	2.51303	-0.584703	-0.634354	7.005e-4	6.98825e-4	2.56653124
Egorge	M7	5	0	17435486	17502186	8400000	8320000	0.0409354	0.0574645	269667	13.6663	2.33253	-0.38672	-0.550083	6.82959e-4	6.82175e-4	3.695809061
Eligea	M7	0	0	19278049	19289355	9720000	8040000	0.268939	0.0490015	280582	0.643403	2.66541	-0.316036	-0.543121	0.0023255	0.00230445	3.564419158
Emanto	M7	0	0	18945433	18957057	6800000	11240000	-0.229643	0.055149	283662	18.9427	2.49201	-0.3184	-0.537255	3.3191e-4	3.32576e-4	3.216976072
Emedusa	M7	4	0	17971680	28822133	4240000	12720000	-0.362885	-0.0418891	293933	11.6726	2.37388	-0.744841	-0.719567	2.77111e-4	2.78993e-4	2.794354081
Emelampus	M7	2	0	17541233	32779340	1840000	14880000	-0.417125	0.0363744	268375	6.81783	2.37148	-0.564538	-0.647472	4.51986e-4	4.52644e-4	2.237579732
Emelancholica	M7	5	2	18056692	18086160	6517148	10880000	-0.221586	0.0473441	313339	19.034	2.30444	-0.291971	-0.449797	7.70788e-4	7.74708e-4	3.136363808
Emeolans	M7	4	0	17671153	32092500	4320000	12720000	-0.282037	0.00851357	279952	7.45964	2.25142	-0.728847	-0.764427	3.696e-4	3.70182e-4	3.106710512
Emnestra	M7	4	0	18403831	66522839	5480000	12080000	-0.304655	-0.135084	269000	2.54977	2.31336	-0.926433	-0.88558	4.31854e-4	4.35207e-4	2.846350561
Emontana	M7	5	2	19983602	20058127	8960000	9720000	0.04298	0.095352	287287	16.3643	2.33355	-0.334866	-0.480758	2.12893e-4	2.1305e-4	2.827910178
Epalarica	M7	4	0	18140893	33035662	9320000	8160000	0.193034	-0.00580952	278726	4.1375	2.58491	-0.971747	-1.00007	0.00101794	0.0010274	2.676479141
Epharte	M7	6	0	22231563	22279140	10440000	4360000	0.372796	0.053955500000000003	486140	2.21231	2.74096	-0.751014	-0.761107	0.00252124	0.00252105	3.860493862
Epronoe	M7	5	2	17998430	47411051	11320000	2960000	0.493758	0.0359973	466027	1.29021	2.93255	-0.948445	-0.824862	0.00273582	0.00275806	2.959174013
Erondoui	M7	4	14	19938431	18776838	6920000	11160000	-0.196841	0.0944204	301109	17.4339	2.28188	-0.295078	-0.493206	6.75399e-4	6.73891e-4	2.954762373
Estirius	M7	5	2	18691401	18701062	6880000	11080000	-0.21913	0.0503848	270776	8.27959	2.32464	-0.391495	-0.524491	5.50579e-4	5.47916e-4	3.319504893
Esudetica	M7	2	0	17750409	33221992	4640000	12200000	-0.382343	0.0674661	284557	9.43081	2.44749	-0.634881	-0.717807	3.69209e-4	3.71359e-4	3.115893604
Etriaria	M7	4	0	17252061	27745043	4960000	11600000	-0.346615	-0.0647083	288034	10.5431	2.34743	-0.626302	-0.720254	8.14e-4	8.18537e-4	3.133652648
Mcinxia	M7	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mjurtina	M7	0	0	14681997	14700262	NA	NA	NA	NA	265759	24.6961	2.22942	-0.20991	-0.307747	4.00618e-4	4.00618e-4	2.734734495
X2575	M7	0	0	19718796	19738699	9600000	8920000	0.161786	0.0468668	273843	2.80619	2.49756	-0.360009	-0.442527	0.00165063	0.00164869	3.427189008
X2576	M7	0	0	21469336	21476348	9720000	9800000	0.138733	0.06325	304681	2.61114	2.52601	-0.405346	-0.485313	0.00180506	0.00179374	3.297005226
X3252	M7	0	0	20100995	20110659	6600000	12080000	-0.208545	0.0646694	322902	6.51526	2.57834	-0.293029	-0.400257	0.00126197	0.00126186	3.222694832
X3258	M7	6	13	17611912	55816921	13040000	3520000	0.442529	0.0931219	265631	2.1433	2.36384	-0.653061	-0.667772	0.00127361	0.00125565	3.382394431
X3311	M7	4	0	17113241	36203990	8560000	7640000	0.125835	0.0420922	271290	3.77413	2.30312	-0.674931	-0.671863	0.00186897	0.00186423	3.004526282
X3506	M7	4	0	19244074	19714393	9640000	8160000	0.24339	0.0576475	264521	1.19135	2.45636	-0.502116	-0.575949	9.23691e-4	9.3363e-4	4.393118658
X3531	M7	4	14	19735841	58256706	11000000	7240000	0.217952	0.0134412	279275	0.620035	2.47821	-0.973132	-0.857407	0.00137144	0.00136811	4.088557609
X3737	M7	6	13	18399846	73356314	11240000	6080000	0.356762	-0.0638047	258543	0.715709	2.28468	-0.879402	-0.873448	0.00159135	0.0016136	3.637999449
C0001	M8	3	0	18216338	18875693	7320000	10440000	0.0272823	0.0251417	328148	8.00362	2.43299	-0.472604	-0.633568	0.00105393	0.00105137	4.288983021
C0055	M8	1	1	19756106	17243517	5360000	13360000	-0.308242	0.154855	337643	3.91767	2.29846	-0.398219	-0.524044	0.00149391	0.00147722	4.573993555
C0080	M8	2	4	20289458	68248669	4680000	14480000	-0.396454	0.115594	338390	0.82776400000000006	2.36085	-1.06978	-1.02736	5.41428e-4	5.41676e-4	3.967060527
C0100	M8	1	4	21211551	8120670	7040000	13200000	0.0038848	0.0742967	361464	32.9029	2.22388	-0.437684	-0.437684	2.68494e-4	2.70025e-4	4.065545813
Eaethiops	M8	1	0	19162395	19260349	6360000	10800000	-0.121928	0.0987425	312850	20.6359	2.71713	-0.280915	-0.506228	8.43184e-4	8.43849e-4	3.648215546
Ealbergana	M8	1	0	19005146	19060026	7000000	10320000	0.201175	0.0165168	733659	1.58983	3.3824	-0.908272	-1.03409	0.00154828	0.00154289	6.572786883
Ebubastis	M8	0	0	20740624	20762375	6480000	13280000	-0.288638	0.0710433	321565	13.1026	2.13035	-0.355418	-0.578406	2.47679e-4	2.4496e-4	3.9515275500000002
Echristi	M8	1	0	22421479	22529418	16680000	5120000	0.327276	0.0356731	330092	12.2431	2.40134	-0.578267	-0.7113	3.67801e-4	3.68682e-4	3.494243573
Edisa	M8	0	0	23722489	23757824	8359800	13600000	-0.156134	0.0882007	358484	11.0161	2.05568	-0.400609	-0.594776	6.89913e-4	6.92598e-4	4.116824637
Eembla	M8	0	0	22959498	23013346	6800000	14640000	-0.277132	0.0755721	337953	11.1442	2.04029	-0.376454	-0.54653	0.00161287	0.00163148	3.786682899
Eepiphron	M8	4	0	20895990	56014570	17160000	2240000	0.432597	0.133091	315422	4.73128	2.05882	-0.982652	-1.05215	0.00126011	0.00126365	3.516584075
Eeriphyle	M8	0	0	20254541	20294568	8440000	11000000	0.0750739	0.0472744	309935	7.09299	2.11347	-0.39536	-0.571123	7.57058e-4	7.60927e-4	5.962292954
Eflavofasciata	M8	1	0	21896361	21967566	8000000	12840000	-0.135189	0.0560137	343557	6.00725	2.36188	-0.449386	-0.631079	6.54211e-4	6.57182e-4	3.795718835
Egorge	M8	3	0	19219844	33838872	5320000	13360000	-0.348639	0.046041	332891	6.32971	2.19336	-0.722484	-0.809584	6.77394e-4	6.80437e-4	4.143986465
Eligea	M8	0	0	20890418	20922491	10280000	9160000	0.234235	0.0496588	320210	0.611679	2.50869	-0.411981	-0.63057	0.00229267	0.00225147	4.452237384
Emanto	M8	0	0	20915277	20923979	6640000	13240000	-0.252693	0.0595656	312667	17.1147	2.41199	-0.442519	-0.642462	3.26369e-4	3.25079e-4	3.649429235
Emedusa	M8	3	0	19308042	38445556	3560000	14920000	-0.384523	0.122672	355462	8.59977	2.27891	-0.803099	-0.810935	2.69888e-4	2.70752e-4	2.75054606
Emelampus	M8	1	0	19376371	19426758	7400000	11080000	-0.0353037	0.0535145	319140	12.551	2.23392	-0.505484	-0.695374	4.56506e-4	4.5998e-4	4.134970966
Emelancholica	M8	2	0	20042004	20084205	6680000	12520000	-0.23144	0.0545873	356944	16.7736	2.16629	-0.315877	-0.52738	7.32687e-4	7.33135e-4	3.788893129
Emeolans	M8	3	0	19732522	35789766	13880000	5120000	0.302264	0.0475281	313000	6.44631	2.07897	-0.791953	-0.860444	3.76767e-4	3.78745e-4	3.790030535
Emnestra	M8	2	0	18285842	35558176	5480000	12040000	-0.348016	0.0629299	316768	5.69879	2.13669	-0.722364	-0.816451	4.06293e-4	4.03718e-4	3.838688102
Emontana	M8	2	0	21640396	21653219	9280000	11160000	0.0693859	0.0897838	366103	15.1101	2.20158	-0.391369	-0.544458	2.1103e-4	2.10007e-4	3.463187779
Epalarica	M8	3	0	20756229	37589252	8120000	11320000	-0.134177	-0.00274038	338100	3.50403	2.5499	-0.817522	-1.01132	0.00101555	0.00101781	2.707704463
Epharte	M8	4	0	24792682	44668484	3560000	13200000	-0.488969	0.0839037	533244	0.955192	2.68086	-1.0869	-0.812562	0.0025604	0.00254291	4.002696215
Epronoe	M8	2	0	20510889	20546075	4360000	11280000	-0.413198	0.0669694	378808	2.86545	2.78451	-0.800506	-0.779826	0.00265635	0.00265725	3.625982553
Erondoui	M8	1	4	22646723	40398747	19200000	2040000	0.519286	0.234093	345246	7.6685	2.13687	-0.56787	-0.655733	6.72724e-4	6.70273e-4	2.927199646
Estirius	M8	2	0	20847446	20904207	6520000	13200000	-0.276769	0.0628057	329426	7.28115	2.22112	-0.384713	-0.58705	5.14387e-4	5.09735e-4	4.010396329
Esudetica	M8	1	0	19364572	19376484	6000000	12440000	-0.261015	0.066451	320893	17.5462	2.36786	-0.334263	-0.654094	3.67745e-4	3.6874e-4	4.06860016
Etriaria	M8	3	0	19099796	38050333	4400000	13760000	-0.452093	0.102582	316035	7.37144	2.27342	-0.606174	-0.740637	8.11903e-4	8.14168e-4	3.175896707
Mcinxia	M8	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
Mjurtina	M8	0	0	16170439	16189854	NA	NA	NA	NA	310680	22.2349	2.09759	-0.338463	-0.43256	3.89125e-4	3.88031e-4	3.61544361
X2575	M8	0	0	22275311	22276981	9080000	11560000	0.11579	0.0576525	336462	2.23333	2.3479	-0.435012	-0.552088	0.00166131	0.00164602	4.628425814
X2576	M8	0	0	23127007	23134379	9080000	12120000	0.0749806	0.0553464	336712	2.17108	2.37279	-0.498478	-0.579226	0.00177106	0.00178079	3.92525878
X3252	M8	0	0	20967591	21044964	6600000	13160000	-0.202947	0.0677909	338717	5.84513	2.51327	-0.251685	-0.404933	0.00125034	0.00125279	3.800725628
X3258	M8	2	4	19152585	34767979	15760000	2080000	0.520436	0.273715	328912	3.92475	2.25186	-0.681621	-0.745649	0.00126871	0.00125102	4.437297359
X3311	M8	2	0	18130775	32477288	7760000	9640000	0.100238	0.0399946	350431	4.02046	2.16443	-0.698361	-0.734523	0.00176877	0.00178075	3.671212926
X3506	M8	2	0	21286207	21314746	10240000	9840000	0.234013	0.0447264	309060	1.04517	2.30924	-0.503122	-0.658985	8.83742e-4	8.77873e-4	5.823359964
X3531	M8	1	4	19431246	35282447	16640000	1720000	0.586364	0.258818	314000	1.4307	2.33179	-0.605157	-0.719882	0.00134494	0.00134558	5.188904492
X3737	M8	2	4	18722763	35266286	10880000	7000000	0.398321	0.26471	319810	2.3506	2.12023	-0.773316	-0.844571	0.00142992	0.00143971	4.795200371
C0001	M9	4	2	18554419	35650991	7120000	11000000	-0.0615178	0.014916	281683	3.57661	2.43518	-0.578416	-0.68228	0.00105755	0.00106328	3.081490943
C0055	M9	1	2	21103477	12586500	6560000	12360000	-0.230457	0.0914056	285375	6.413	2.34418	-0.111994	-0.12813	0.0016214	0.00161657	4.273942708
C0080	M9	7	14	20285544	70805572	5960000	13240000	-0.303216	-0.0399475	332317	0.751631	2.38449	-1.03449	-1.01095	5.43114e-4	5.51936e-4	3.744593239
C0100	M9	6	14	19662118	11530273	8440000	10440000	0.148049	0.0176671	297903	21.9992	2.24089	-5.58759e-4	-5.58759e-4	2.71724e-4	2.71432e-4	4.132540238
Eaethiops	M9	3	1	18414883	32635269	4400000	12760000	-0.331122	0.0412864	296203	11.5815	2.66355	-0.432486	-0.551899	8.63706e-4	8.66238e-4	2.768265701
Ealbergana	M9	2	1	18568553	18660195	6960000	10080000	0.0839799	0.0139714	980625	1.65225	3.33242	-0.77719	-0.974629	0.00154191	0.00154368	5.024034419
Ebubastis	M9	0	0	20283618	20292338	13720000	5520000	0.320193	0.0643473	308143	13.5062	2.21757	-0.176799	-0.492411	2.48411e-4	2.47519e-4	2.81602054
Echristi	M9	6	2	21566842	31060698	5240000	15200000	-0.332245	-3.18742e-5	315081	8.79228	2.44701	-0.50949	-0.694037	3.72236e-4	3.83115e-4	2.789296677
Edisa	M9	0	0	23554908	23608275	6640000	14840000	-0.318452	0.0807283	329140	11.0808	2.10799	-0.2952	-0.56079	7.06435e-4	7.06077e-4	3.120835521
Eembla	M9	0	0	22787126	22854377	6160000	14920000	-0.310733	0.081769	324757	11.2868	2.12618	-0.256889	-0.516342	0.00153343	0.00155115	3.014777257
Eepiphron	M9	7	2	21134249	30646299	5360000	13960000	-0.299545	0.0624565	294632	9.08282	2.10408	-0.766199	-0.91928	0.00129596	0.00128618	2.959461992
Eeriphyle	M9	0	0	20239688	20284429	8800000	10440000	0.178407	0.0525356	286836	6.9141	2.17461	-0.273267	-0.518554	7.56356e-4	7.65733e-4	4.958093306
Eflavofasciata	M9	5	2	21099326	30501528	NA	NA	NA	NA	471000	NA	NA	-0.478478	-0.701428	6.85e-4	6.9165e-4	2.161579629
Egorge	M9	4	2	19125832	36204596	4800000	13520000	-0.366164	0.0269621	293710	5.94836	2.24795	-0.574333	-0.710519	6.69927e-4	6.64639e-4	3.261903343
Eligea	M9	0	0	20709179	20734609	13600000	5600000	0.361319	0.0436253	307141	0.563583	2.56319	-0.307929	-0.594596	0.00214108	0.00210292	3.64462279
Emanto	M9	0	0	20131077	20135130	6520000	12880000	-0.275537	0.0431634	328638	17.6399	2.39849	-0.357466	-0.590962	3.47012e-4	3.51569e-4	3.072751118
Emedusa	M9	4	1	18929093	35828160	2840000	15200000	-0.432041	0.116458	324179	9.89017	2.27099	-0.644857	-0.720118	2.72283e-4	2.70507e-4	1.072808025
Emelampus	M9	2	1	19002618	28151261	5640000	12560000	-0.296433	0.0482775	284391	7.93686	2.29084	-0.449929	-0.657048	4.75164e-4	4.74127e-4	3.183179146
Emelancholica	M9	5	2	19677358	19682385	5680000	13360000	-0.29748	0.0347994	307459	17.1539	2.24765	-0.166057	-0.487164	7.34065e-4	7.35767e-4	2.690411886
Emeolans	M9	4	1	19031911	56828746	1960000	16480000	-0.559145	0.0665704	321534	3.98799	2.13556	-0.584297	-0.736254	3.60904e-4	3.61128e-4	2.253590107
Emnestra	M9	4	2	17397278	32889962	3120000	13680000	-0.580196	0.131456	283068	6.50032	2.19947	-0.485438	-0.700002	4.08816e-4	4.0518e-4	2.641990091
